accession,domain,species,CN,range,average,range_no_cross,average_no_cross,range_normalized,average_normalized
NC_017861,Bacteria,Prevotella intermedia 17,3,0.3397,0.16985,0.3397,0.16985,0.50955,0.50955
NZ_CP019302,Bacteria,Prevotella intermedia strain 17,3,0.3398,0.1699,0.8684,0.4342,0.5097,0.5097
NZ_CP060292,Bacteria,Dermacoccus sp. PAMC28757,3,0.3403,0.17015,0.3403,0.17015,0.51045,0.51045
NZ_CP025570,Bacteria,Acidipropionibacterium jensenii strain JS280,3,0.3404,0.1702,0.3404,0.1702,0.5106,0.5106
NZ_CP072196,Bacteria,Riemerella anatipestifer strain 20190604J2-1,3,0.3405,0.17025,0.3405,0.17025,0.51075,0.51075
NZ_CP070367,Bacteria,Sphingomonas paucimobilis strain ZJSH1,3,0.341,0.1705,0.341,0.1705,0.5115,0.5115
NZ_CP010027,Bacteria,Paraburkholderia fungorum strain ATCC BAA-463,3,0.3414,0.1707,0.3414,0.1707,0.5121,0.5121
NZ_CP041029,Bacteria,Riemerella anatipestifer strain WJ4,3,0.3415,0.17075,0.3415,0.17075,0.51225,0.51225
NZ_CP009508,Archaea,Methanosarcina siciliae C2J,3,0.3416,0.1708,0.3416,0.1708,0.5124,0.5124
NZ_CP076675,Bacteria,Riemerella anatipestifer strain XG19,3,0.3426,0.1713,0.7562,0.3781,0.5139,0.5139
NZ_AP022826,Bacteria,Nitrosophilus labii strain HRV44,3,0.3426,0.1713,0.3426,0.1713,0.5139,0.5139
NZ_CP020105,Bacteria,Spirosoma rigui strain KCTC 12531,3,0.3427,0.17135,0.7605,0.38025,0.51405,0.51405
NZ_CP007181,Bacteria,Campylobacter coli RM4661,3,0.3427,0.17135,0.3427,0.17135,0.51405,0.51405
NZ_CP040635,Bacteria,Acidipropionibacterium jensenii strain FAM 19038,3,0.3429,0.17145,0.6634,0.3317,0.51435,0.51435
NZ_CP045245,Bacteria,Cellulomonas sp. JZ18,3,0.3429,0.17145,0.3429,0.17145,0.51435,0.51435
NC_010581,Bacteria,Beijerinckia indica subsp. indica ATCC 9039,3,0.3435,0.17175,0.7797,0.38985,0.51525,0.51525
NZ_CP024727,Bacteria,Prevotella intermedia strain KCOM 1949,3,0.3436,0.1718,0.3436,0.1718,0.5154,0.5154
NC_008576,Bacteria,Magnetococcus marinus MC-1,3,0.3436,0.1718,0.7092,0.3546,0.5154,0.5154
NZ_CP081937,Bacteria,Riemerella anatipestifer strain 20190609E1-1,3,0.3436,0.1718,0.3436,0.1718,0.5154,0.5154
NZ_CP007773,Bacteria,Campylobacter subantarcticus LMG 24377,3,0.3438,0.1719,0.685,0.3425,0.5157,0.5157
NC_008346,Bacteria,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,3,0.3438,0.1719,0.3438,0.1719,0.5157,0.5157
NZ_CP024725,Bacteria,Prevotella intermedia strain KCOM 2838,3,0.3439,0.17195,0.7759,0.38795,0.51585,0.51585
NZ_CP006649,Bacteria,Riemerella anatipestifer CH3,3,0.3441,0.17205,0.3441,0.17205,0.51615,0.51615
NZ_CP053841,Bacteria,Campylobacter blaseri strain LMG 30333,3,0.3441,0.17205,0.3441,0.17205,0.51615,0.51615
NZ_AP018519,Bacteria,Sphingobium sp. YG1,3,0.3443,0.17215,0.9271,0.46355,0.51645,0.51645
NZ_CP072367,Bacteria,Prevotella histicola strain F0411,3,0.3443,0.17215,0.7488,0.3744,0.51645,0.51645
NC_020549,Bacteria,Candidatus Liberibacter asiaticus str. gxpsy,3,0.3445,0.17225,0.3445,0.17225,0.51675,0.51675
NZ_AP014925,Bacteria,Prevotella intermedia strain 17-2,3,0.3447,0.17235,0.7862,0.3931,0.51705,0.51705
NZ_LT635480,Bacteria,Ndongobacter massiliensis strain Marseille-P3170T,3,0.3448,0.1724,0.928,0.464,0.5172,0.5172
NZ_CP034669,Bacteria,Corallococcus coralloides strain B035,3,0.3453,0.17265,0.9663,0.48315,0.51795,0.51795
NC_003552,Archaea,Methanosarcina acetivorans C2A,3,0.3454,0.1727,0.8033,0.40165,0.5181,0.5181
NC_018581,Bacteria,Gordonia sp. KTR9,3,0.3458,0.1729,0.3458,0.1729,0.5187,0.5187
NZ_CP082842,Bacteria,Prevotella nigrescens strain FDAARGOS_1486,3,0.3463,0.17315,0.8563,0.42815,0.51945,0.51945
NZ_CP081929,Bacteria,Riemerella anatipestifer strain 20190213Y1-1,3,0.3464,0.1732,0.3464,0.1732,0.5196,0.5196
NZ_CP024729,Bacteria,Prevotella intermedia strain KCOM 1933,3,0.3471,0.17355,0.3471,0.17355,0.52065,0.52065
NZ_CP024610,Bacteria,Lactobacillus terrae strain NIBRBAC000499792,3,0.3472,0.1736,0.6664,0.3332,0.5208,0.5208
NZ_CP072354,Bacteria,Prevotella melaninogenica strain F0299,3,0.3488,0.1744,0.7651,0.38255,0.5232,0.5232
NC_017030,Bacteria,Corallococcus coralloides DSM 2259,3,0.3491,0.17455,0.9691,0.48455,0.52365,0.52365
NZ_CP066067,Bacteria,Corynebacterium bovis strain FDAARGOS_1052,3,0.3491,0.17455,0.3491,0.17455,0.52365,0.52365
NZ_CP049859,Bacteria,Erysipelothrix sp. HDW6A,3,0.3493,0.17465,0.7225,0.36125,0.52395,0.52395
NZ_CP022005,Bacteria,Burkholderia gladioli pv. gladioli strain KACC 11889,3,0.3496,0.1748,0.6962,0.3481,0.5244,0.5244
NZ_CP009323,Bacteria,Burkholderia gladioli strain ATCC 10248,3,0.3496,0.1748,0.3496,0.1748,0.5244,0.5244
NZ_CP012082,Bacteria,Bordetella pertussis strain I743,3,0.3497,0.17485,0.3497,0.17485,0.52455,0.52455
NZ_CP024899,Bacteria,Rhodobaca barguzinensis strain alga05,3,0.3497,0.17485,0.9265,0.46325,0.52455,0.52455
NZ_CP022213,Bacteria,Burkholderia gladioli pv. gladioli strain FDAARGOS_188,3,0.3497,0.17485,0.3497,0.17485,0.52455,0.52455
NZ_CP053660,Bacteria,Nocardioides sp. zg-579,3,0.3497,0.17485,0.3497,0.17485,0.52455,0.52455
CP043031,Bacteria,Dermacoccus abyssi strain HZAU 226,3,0.3499,0.17495,0.3499,0.17495,0.52485,0.52485
NZ_CP036420,Bacteria,Cereibacter sphaeroides strain HJ,3,0.3502,0.1751,0.754,0.377,0.5253,0.5253
NZ_CP010961,Bacteria,Bordetella pertussis strain H375,3,0.3512,0.1756,0.3512,0.1756,0.5268,0.5268
NZ_CP039268,Bacteria,Thermochromatium tepidum ATCC 43061,3,0.3512,0.1756,0.768,0.384,0.5268,0.5268
NZ_CP011190,Bacteria,Bordetella pertussis strain H740,3,0.3513,0.17565,0.3513,0.17565,0.52695,0.52695
NZ_CP026431,Bacteria,Bordetella pertussis strain J363,3,0.3514,0.1757,0.3514,0.1757,0.5271,0.5271
NZ_CP025366,Bacteria,Bordetella pertussis strain F954,3,0.3515,0.17575,0.3515,0.17575,0.52725,0.52725
NZ_AP025568,Bacteria,Emergencia timonensis strain CE91-St49,3,0.3519,0.17595,0.3519,0.17595,0.52785,0.52785
NZ_AP025567,Bacteria,Emergencia timonensis strain CE91-St48,3,0.352,0.176,0.352,0.176,0.528,0.528
NZ_CP060398,Bacteria,Synechococcus sp. CBW1002,3,0.352,0.176,0.352,0.176,0.528,0.528
NZ_CP032340,Bacteria,Azospirillum brasilense strain MTCC4038 plasmid p1,3,0.3523,0.17615,0.3523,0.17615,0.52845,0.52845
NC_019738,Bacteria,Allocoleopsis franciscana PCC 7113,3,0.3524,0.1762,0.9947,0.49735,0.5286,0.5286
NZ_CP034930,Bacteria,Apibacter raozihei strain HY041,3,0.3524,0.1762,0.3524,0.1762,0.5286,0.5286
NZ_CP017405,Bacteria,Bordetella pertussis strain 25525,3,0.3525,0.17625,0.3525,0.17625,0.52875,0.52875
NZ_CP012915,Bacteria,Azospirillum brasilense strain Sp 7 plasmid ABSP7_p1,3,0.3529,0.17645,0.3529,0.17645,0.52935,0.52935
NZ_CP009742,Bacteria,Burkholderia mallei strain Turkey9,3,0.3532,0.1766,0.3532,0.1766,0.5298,0.5298
NZ_CP040636,Bacteria,Candidatus Liberibacter asiaticus isolate JRPAMB1,3,0.3536,0.1768,0.7014,0.3507,0.5304,0.5304
NZ_CP086610,Bacteria,Shinella zoogloeoides strain ATCC 19623,3,0.3541,0.17705,0.7813,0.39065,0.53115,0.53115
NZ_CP045032,Bacteria,Corynebacterium urogenitale strain LMM-1652,3,0.3543,0.17715,0.3543,0.17715,0.53145,0.53145
NZ_CP022743,Bacteria,Mucilaginibacter xinganensis strain BJC16-A31,3,0.3546,0.1773,0.7253,0.36265,0.5319,0.5319
NZ_CP072188,Bacteria,Riemerella anatipestifer strain 20190121E1-3,3,0.3546,0.1773,0.3546,0.1773,0.5319,0.5319
NZ_CP090673,Bacteria,Burkholderia multivorans strain 2020Y71628512IV,3,0.3547,0.17735,0.3547,0.17735,0.53205,0.53205
NZ_CP054666,Bacteria,Mycoplasma sp. OR1901,3,0.3551,0.17755,0.3551,0.17755,0.53265,0.53265
NZ_CP054558,Bacteria,Candidatus Liberibacter asiaticus isolate CoFLP,3,0.3551,0.17755,0.3551,0.17755,0.53265,0.53265
NZ_CP046172,Bacteria,Nocardia arthritidis strain AUSMDU00012717,3,0.3552,0.1776,0.3552,0.1776,0.5328,0.5328
NZ_CP091855,Bacteria,Gordonia amicalis strain CEGA1,3,0.3552,0.1776,0.3552,0.1776,0.5328,0.5328
NZ_CP061535,Bacteria,Candidatus Liberibacter asiaticus strain ReuSP1,3,0.3554,0.1777,0.3554,0.1777,0.5331,0.5331
NZ_CP041385,Bacteria,Candidatus Liberibacter asiaticus isolate TaiYZ2,3,0.3554,0.1777,0.3554,0.1777,0.5331,0.5331
NZ_CP010804,Bacteria,Candidatus Liberibacter asiaticus strain A4,3,0.3555,0.17775,0.3555,0.17775,0.53325,0.53325
NZ_CP072365,Bacteria,Prevotella jejuni strain F0106,3,0.3555,0.17775,0.3555,0.17775,0.53325,0.53325
NZ_CP091644,Bacteria,Campylobacter coli strain YH504,3,0.3557,0.17785,0.3557,0.17785,0.53355,0.53355
NZ_CP007212,Bacteria,Burkholderia plantarii strain ATCC 43733,3,0.3558,0.1779,0.6936,0.3468,0.5337,0.5337
NZ_CP052884,Bacteria,Gordonia ajococcus strain A2,3,0.3561,0.17805,0.3561,0.17805,0.53415,0.53415
NZ_CP089538,Bacteria,Spirosoma sp. RHs26,3,0.3563,0.17815,0.3563,0.17815,0.53445,0.53445
NZ_CP074405,Bacteria,Cellulomonas wangleii strain zg-ZUI222,3,0.3565,0.17825,0.3565,0.17825,0.53475,0.53475
NC_012985,Bacteria,Candidatus Liberibacter asiaticus str. psy62,3,0.3565,0.17825,0.3565,0.17825,0.53475,0.53475
NZ_CP019958,Bacteria,Candidatus Liberibacter asiaticus strain JXGC,3,0.3571,0.17855,0.3571,0.17855,0.53565,0.53565
NC_017569,Bacteria,Riemerella anatipestifer RA-GD,3,0.3575,0.17875,0.3575,0.17875,0.53625,0.53625
NZ_CP002580,Bacteria,Burkholderia plantarii strain PG1,3,0.3576,0.1788,0.6939,0.34695,0.5364,0.5364
NZ_CP012037,Bacteria,Francisella tularensis subsp. tularensis strain WY96,3,0.3577,0.17885,0.3577,0.17885,0.53655,0.53655
NZ_CP031467,Bacteria,Paraburkholderia caffeinilytica strain CF1,3,0.3577,0.17885,0.3577,0.17885,0.53655,0.53655
NC_009257,Bacteria,Francisella tularensis subsp. tularensis WY96-3418,3,0.3579,0.17895,0.3579,0.17895,0.53685,0.53685
NC_011060,Bacteria,Pelodictyon phaeoclathratiforme BU-1,3,0.358,0.179,0.358,0.179,0.537,0.537
NC_009662,Bacteria,Nitratiruptor sp. SB155-2,3,0.3581,0.17905,0.7833,0.39165,0.53715,0.53715
NZ_CP025281,Bacteria,Campylobacter coli strain YH503,3,0.3582,0.1791,0.3582,0.1791,0.5373,0.5373
NZ_LN868943,Bacteria,Salmonella enterica subsp. enterica serovar Senftenberg strain NCTC10384,3,0.3582,0.1791,0.792,0.396,0.5373,0.5373
NZ_CP096596,Bacteria,Gordonia amicalis strain 6-1,3,0.3583,0.17915,0.3583,0.17915,0.53745,0.53745
NZ_CP007775,Bacteria,Campylobacter lari NCTC 11845,3,0.3589,0.17945,0.6773,0.33865,0.53835,0.53835
NZ_CP042468,Bacteria,Persicimonas caeni strain YN101,3,0.359,0.1795,0.8211,0.41055,0.5385,0.5385
NZ_CP039292,Bacteria,Actinomyces procaprae strain dk561,3,0.3591,0.17955,0.3591,0.17955,0.53865,0.53865
NC_011729,Bacteria,Gloeothece citriformis PCC 7424,3,0.3595,0.17975,0.3595,0.17975,0.53925,0.53925
NZ_CP072190,Bacteria,Riemerella anatipestifer strain 20190305E2-2,3,0.36,0.18,0.36,0.18,0.54,0.54
NZ_CP072363,Bacteria,Prevotella jejuni strain F0697,3,0.3602,0.1801,0.3602,0.1801,0.5403,0.5403
NZ_CP076513,Bacteria,Campylobacter coli strain R19.1157,3,0.3603,0.18015,0.3603,0.18015,0.54045,0.54045
NZ_CP049715,Bacteria,Apibacter sp. B3706,3,0.3606,0.1803,0.3606,0.1803,0.5409,0.5409
NZ_CP080492,Bacteria,Leucobacter luti strain Wa41.01b-2,3,0.3608,0.1804,0.3608,0.1804,0.5412,0.5412
NZ_CP048814,Bacteria,Rhodococcus triatomae strain DSM 44892,3,0.3608,0.1804,0.8893,0.44465,0.5412,0.5412
NZ_CP048813,Bacteria,Rhodococcus triatomae strain DSM 44893,3,0.3608,0.1804,0.3608,0.1804,0.5412,0.5412
NZ_CP023863,Bacteria,Prevotella jejuni strain CD3:33,3,0.3609,0.18045,0.7279,0.36395,0.54135,0.54135
NZ_CP072339,Bacteria,Prevotella nigrescens strain F0109,3,0.3613,0.18065,0.3613,0.18065,0.54195,0.54195
NZ_CP012034,Bacteria,Companilactobacillus ginsenosidimutans strain EMML 3041,3,0.3614,0.1807,0.3614,0.1807,0.5421,0.5421
NZ_CP017873,Bacteria,Campylobacter coli strain WA333,3,0.3618,0.1809,0.3618,0.1809,0.5427,0.5427
NZ_LR214986,Bacteria,Mycoplasmopsis cynos strain NCTC10142 plasmid 13,3,0.3619,0.18095,0.3619,0.18095,0.54285,0.54285
NZ_CP083647,Bacteria,Corynebacterium falsenii strain FDAARGOS_1493,3,0.3619,0.18095,0.8367,0.41835,0.54285,0.54285
NZ_CP018900,Bacteria,Campylobacter coli strain YH502,3,0.3622,0.1811,0.3622,0.1811,0.5433,0.5433
NZ_CP027639,Bacteria,Campylobacter coli strain meC0280,3,0.3622,0.1811,0.3622,0.1811,0.5433,0.5433
NZ_CP045564,Bacteria,Riemerella anatipestifer strain RA-LZ01,3,0.3623,0.18115,0.3623,0.18115,0.54345,0.54345
NC_017045,Bacteria,Riemerella anatipestifer ATCC 11845 = DSM 15868,3,0.3623,0.18115,0.3623,0.18115,0.54345,0.54345
NZ_CP076504,Bacteria,Campylobacter jejuni strain R18.1301,3,0.3626,0.1813,0.3626,0.1813,0.5439,0.5439
NZ_CP092025,Bacteria,Campylobacter coli strain 14158-6,3,0.3629,0.18145,0.3629,0.18145,0.54435,0.54435
NC_009437,Bacteria,Caldicellulosiruptor saccharolyticus DSM 8903,3,0.363,0.1815,0.7051,0.35255,0.5445,0.5445
NZ_CP017404,Bacteria,Bordetella pertussis strain 6229,3,0.3632,0.1816,0.3632,0.1816,0.5448,0.5448
NZ_CP083646,Bacteria,Corynebacterium falsenii strain FDAARGOS_1494,3,0.3634,0.1817,0.3634,0.1817,0.5451,0.5451
NC_013131,Bacteria,Catenulispora acidiphila DSM 44928,3,0.3634,0.1817,0.3634,0.1817,0.5451,0.5451
NZ_LT906475,Bacteria,Riemerella anatipestifer strain NCTC11014,3,0.3637,0.18185,0.3637,0.18185,0.54555,0.54555
NZ_LR134497,Bacteria,Campylobacter jejuni strain NCTC13268,3,0.3638,0.1819,0.3638,0.1819,0.5457,0.5457
NC_012704,Bacteria,Corynebacterium kroppenstedtii DSM 44385,3,0.3638,0.1819,0.3638,0.1819,0.5457,0.5457
NZ_CP069509,Bacteria,Corynebacterium kroppenstedtii strain FDAARGOS_1192,3,0.3638,0.1819,0.3638,0.1819,0.5457,0.5457
NC_014738,Bacteria,Riemerella anatipestifer ATCC 11845 = DSM 15868,3,0.3639,0.18195,0.3639,0.18195,0.54585,0.54585
NZ_CP029760,Bacteria,Riemerella anatipestifer strain RCAD0133,3,0.3639,0.18195,0.3639,0.18195,0.54585,0.54585
NC_019689,Bacteria,Pleurocapsa sp. PCC 7327,3,0.3641,0.18205,0.7917,0.39585,0.54615,0.54615
NZ_AP023061,Bacteria,Nitratiruptor sp. YY08-14,3,0.3643,0.18215,0.7609,0.38045,0.54645,0.54645
NC_015580,Bacteria,Novosphingobium sp. PP1Y,3,0.3648,0.1824,0.9307,0.46535,0.5472,0.5472
NZ_LN831025,Bacteria,Campylobacter jejuni strain NCTC11351,3,0.3648,0.1824,0.3648,0.1824,0.5472,0.5472
NZ_CP031845,Bacteria,Riemerella anatipestifer strain RCAD0392,3,0.3649,0.18245,0.7579,0.37895,0.54735,0.54735
NZ_LR134173,Bacteria,Legionella cherrii strain NCTC11976,3,0.3651,0.18255,0.8666,0.4333,0.54765,0.54765
NZ_LN890477,Bacteria,Achromobacter xylosoxidans isolate R8,3,0.3653,0.18265,0.3653,0.18265,0.54795,0.54795
NZ_CP079205,Bacteria,Riemerella anatipestifer RA-YM,3,0.3658,0.1829,0.3658,0.1829,0.5487,0.5487
NZ_AP023323,Bacteria,Sphingomonas paucimobilis strain Kira,3,0.3662,0.1831,0.7484,0.3742,0.5493,0.5493
NZ_CP010323,Bacteria,Bordetella pertussis 137,3,0.3662,0.1831,0.3662,0.1831,0.5493,0.5493
NZ_LR738849,Bacteria,Desulfovibrio sp. 86,3,0.3664,0.1832,0.3664,0.1832,0.5496,0.5496
NZ_CP012128,Bacteria,Bordetella pertussis strain B203,3,0.3665,0.18325,0.3665,0.18325,0.54975,0.54975
NZ_LT900217,Bacteria,Gordonibacter urolithinfaciens strain DSM 27213T,3,0.3668,0.1834,0.7693,0.38465,0.5502,0.5502
NZ_LR698982,Bacteria,Gordonibacter urolithinfaciens isolate MGYG-HGUT-02352,3,0.3668,0.1834,0.7693,0.38465,0.5502,0.5502
NZ_CP092022,Bacteria,Campylobacter jejuni subsp. jejuni strain 15597A,3,0.3668,0.1834,0.3668,0.1834,0.5502,0.5502
NZ_CP082881,Bacteria,Campylobacter coli strain FDAARGOS_1465,3,0.3669,0.18345,0.3669,0.18345,0.55035,0.55035
NZ_LN890335,Bacteria,Achromobacter xylosoxidans isolate AX_NCIMB_11015_WG,3,0.3669,0.18345,0.3669,0.18345,0.55035,0.55035
NZ_CP029494,Bacteria,Deinococcus irradiatisoli strain 17bor-2,3,0.3671,0.18355,0.816,0.408,0.55065,0.55065
NZ_AP014595,Bacteria,Candidatus Liberibacter asiaticus str. Ishi-1,3,0.3672,0.1836,0.3672,0.1836,0.5508,0.5508
NZ_CP085942,Bacteria,Prevotella melaninogenica strain FDAARGOS_1566,3,0.3672,0.1836,0.8884,0.4442,0.5508,0.5508
NZ_CP017029,Bacteria,Campylobacter jejuni subsp. jejuni strain 14980A,3,0.3672,0.1836,0.3672,0.1836,0.5508,0.5508
NZ_CP092832,Bacteria,Flavobacterium sp. HJ-32-4,3,0.3672,0.1836,0.3672,0.1836,0.5508,0.5508
NC_014370,Bacteria,Prevotella melaninogenica ATCC 25845,3,0.3673,0.18365,0.7444,0.3722,0.55095,0.55095
NZ_CP022040,Bacteria,Prevotella melaninogenica strain FDAARGOS_306,3,0.3673,0.18365,0.7444,0.3722,0.55095,0.55095
NZ_CP017403,Bacteria,Bordetella pertussis strain 509,3,0.3674,0.1837,0.3674,0.1837,0.5511,0.5511
NZ_AP023057,Bacteria,Nitratiruptor sp. YY08-10,3,0.3675,0.18375,0.7588,0.3794,0.55125,0.55125
NZ_CP092487,Bacteria,Lutibacter sp. A64,3,0.3678,0.1839,0.3678,0.1839,0.5517,0.5517
NZ_CP072185,Bacteria,Riemerella anatipestifer strain 20190109E1-1,3,0.3678,0.1839,0.3678,0.1839,0.5517,0.5517
NZ_LN890476,Bacteria,Achromobacter xylosoxidans isolate R4,3,0.368,0.184,0.368,0.184,0.552,0.552
NZ_CP065670,Bacteria,Sphingomonas paucimobilis strain FDAARGOS_908,3,0.368,0.184,0.368,0.184,0.552,0.552
NZ_AP023059,Bacteria,Nitratiruptor sp. YY08-13,3,0.368,0.184,0.7895,0.39475,0.552,0.552
NZ_AP023063,Bacteria,Nitratiruptor sp. YY08-26,3,0.368,0.184,0.7895,0.39475,0.552,0.552
NZ_CP095044,Bacteria,Leucobacter sp. H21R-36,3,0.3686,0.1843,0.8181,0.40905,0.5529,0.5529
NZ_CP011736,Bacteria,Bordetella pertussis strain I380,3,0.3688,0.1844,0.3688,0.1844,0.5532,0.5532
NZ_CP081928,Bacteria,Riemerella anatipestifer strain 20190510E1-1,3,0.3689,0.18445,0.3689,0.18445,0.55335,0.55335
NZ_CP015767,Bacteria,Bordetella pertussis strain VA-18,3,0.3689,0.18445,0.3689,0.18445,0.55335,0.55335
NZ_CP007749,Bacteria,Campylobacter jejuni subsp. jejuni M129,3,0.369,0.1845,0.369,0.1845,0.5535,0.5535
NZ_CP066014,Bacteria,Anaerococcus vaginalis strain FDAARGOS_988,3,0.369,0.1845,0.9033,0.45165,0.5535,0.5535
NZ_CP072351,Bacteria,Prevotella melaninogenica strain F0300,3,0.3691,0.18455,0.7571,0.37855,0.55365,0.55365
NZ_CP067016,Bacteria,Anaerococcus obesiensis strain FDAARGOS_989,3,0.3691,0.18455,0.3691,0.18455,0.55365,0.55365
NZ_CP092020,Bacteria,Campylobacter jejuni subsp. jejuni strain 14991B,3,0.3693,0.18465,0.3693,0.18465,0.55395,0.55395
NZ_CP035501,Bacteria,Sphingosinicella sp. BN140058,3,0.3695,0.18475,0.9051,0.45255,0.55425,0.55425
NZ_CP068581,Bacteria,Campylobacter coli strain CC19CH075,3,0.3695,0.18475,0.3695,0.18475,0.55425,0.55425
NZ_CP068586,Bacteria,Campylobacter coli strain CC19CH076,3,0.3695,0.18475,0.3695,0.18475,0.55425,0.55425
NZ_CP019838,Bacteria,Campylobacter jejuni subsp. jejuni strain ATCC 33560,3,0.3696,0.1848,0.7911,0.39555,0.5544,0.5544
NZ_CP026918,Bacteria,Bordetella pertussis strain J132,3,0.3696,0.1848,0.3696,0.1848,0.5544,0.5544
NZ_CP007772,Bacteria,Campylobacter subantarcticus LMG 24374,3,0.3702,0.1851,0.6599,0.32995,0.5553,0.5553
NZ_CP025228,Bacteria,Actinomyces qiguomingii strain actinomyces sp. 410,3,0.3702,0.1851,0.3702,0.1851,0.5553,0.5553
NZ_CP088073,Bacteria,Riemerella anatipestifer strain RCAD0122,3,0.3704,0.1852,0.3704,0.1852,0.5556,0.5556
NC_005861,Bacteria,Candidatus Protochlamydia amoebophila UWE25,3,0.3706,0.1853,0.3706,0.1853,0.5559,0.5559
NZ_CP052757,Bacteria,Cellulosimicrobium protaetiae strain BI34,3,0.3707,0.18535,0.3707,0.18535,0.55605,0.55605
NZ_CP015761,Bacteria,Bordetella pertussis strain VA-190,3,0.371,0.1855,0.371,0.1855,0.5565,0.5565
NZ_CP015763,Bacteria,Bordetella pertussis strain VA-52,3,0.371,0.1855,0.371,0.1855,0.5565,0.5565
NZ_CP026467,Bacteria,Bordetella pertussis strain J401,3,0.3711,0.18555,0.3711,0.18555,0.55665,0.55665
NZ_CP025581,Bacteria,Nocardioides houyundeii strain 78,3,0.3716,0.1858,0.3716,0.1858,0.5574,0.5574
NZ_CP026629,Bacteria,Bordetella pertussis strain J386,3,0.3718,0.1859,0.3718,0.1859,0.5577,0.5577
NZ_CP054107,Bacteria,Bordetella pertussis strain NZ23,3,0.3718,0.1859,0.3718,0.1859,0.5577,0.5577
NZ_CP054102,Bacteria,Bordetella pertussis strain NZ28,3,0.3718,0.1859,0.3718,0.1859,0.5577,0.5577
NZ_CP015768,Bacteria,Bordetella pertussis strain VA-62,3,0.3718,0.1859,0.3718,0.1859,0.5577,0.5577
NZ_LS483259,Bacteria,Bordetella pertussis strain BP6242 isolate Bordetella pertussis,3,0.3719,0.18595,0.3719,0.18595,0.55785,0.55785
NZ_CP026900,Bacteria,Bordetella pertussis strain J656,3,0.3719,0.18595,0.3719,0.18595,0.55785,0.55785
NZ_CP026898,Bacteria,Bordetella pertussis strain J667,3,0.3719,0.18595,0.3719,0.18595,0.55785,0.55785
NZ_CP054071,Bacteria,Bordetella pertussis strain NZ60,3,0.3719,0.18595,0.3719,0.18595,0.55785,0.55785
NZ_CP026901,Bacteria,Bordetella pertussis strain J628,3,0.372,0.186,0.372,0.186,0.558,0.558
NZ_CP026618,Bacteria,Bordetella pertussis strain J673,3,0.372,0.186,0.372,0.186,0.558,0.558
NZ_CP026619,Bacteria,Bordetella pertussis strain J650,3,0.372,0.186,0.372,0.186,0.558,0.558
NZ_CP026620,Bacteria,Bordetella pertussis strain J632,3,0.372,0.186,0.372,0.186,0.558,0.558
NC_012724,Bacteria,Burkholderia glumae BGR1,3,0.372,0.186,0.6823,0.34115,0.558,0.558
NZ_CP054113,Bacteria,Bordetella pertussis strain NZ17,3,0.372,0.186,0.372,0.186,0.558,0.558
NZ_CP054106,Bacteria,Bordetella pertussis strain NZ24,3,0.372,0.186,0.372,0.186,0.558,0.558
NZ_CP026436,Bacteria,Bordetella pertussis strain J336,3,0.372,0.186,0.372,0.186,0.558,0.558
NZ_CP025073,Bacteria,Bordetella pertussis strain J384,3,0.372,0.186,0.372,0.186,0.558,0.558
NZ_CP015765,Bacteria,Bordetella pertussis strain VA-09,3,0.372,0.186,0.372,0.186,0.558,0.558
NZ_CP011178,Bacteria,Bordetella pertussis strain F658,3,0.372,0.186,0.372,0.186,0.558,0.558
NZ_CP026630,Bacteria,Bordetella pertussis strain J378,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP026665,Bacteria,Bordetella pertussis strain J379,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NC_007164,Bacteria,Corynebacterium jeikeium K411,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP021403,Bacteria,Bordetella pertussis strain J473,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP010249,Bacteria,Bordetella pertussis strain H564,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP018037,Bacteria,Bordetella pertussis strain J094,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP011749,Bacteria,Bordetella pertussis strain I977,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP026913,Bacteria,Bordetella pertussis strain J571,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP026914,Bacteria,Bordetella pertussis strain J567,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP026915,Bacteria,Bordetella pertussis strain J549,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP012081,Bacteria,Bordetella pertussis strain I351,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP011208,Bacteria,Bordetella pertussis strain J018,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP011752,Bacteria,Bordetella pertussis strain J016,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP016963,Bacteria,Bordetella pertussis strain D799,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
NZ_CP025345,Bacteria,Bordetella pertussis strain C871,3,0.3721,0.18605,0.3721,0.18605,0.55815,0.55815
